Open,High,Low,Close,Volume
132.5,133.36,131.62,132.1,30275262
132.38,134.0,131.99,133.57,40630557
,,,133.57,0
133.59,134.73,133.28,134.43,29353246
135.13,136.24,134.93,135.69,25030313
135.76,136.09,134.27,135.44,36916171
135.67,135.78,132.33,132.44,42681082
133.11,133.71,132.63,133.42,28425586
132.1,132.1,130.85,131.26,31219502
131.69,132.38,130.94,132.0,27578814
132.4,133.43,132.32,133.17,21385160
132.32,132.99,131.29,132.79,33955169
135.24,136.27,134.85,136.27,42575829
136.53,136.65,135.53,136.46,27290924
136.51,137.5,136.34,137.47,14837685
136.93,137.4,136.29,136.84,23446764
135.56,135.77,134.86,135.59,30405365
135.41,135.57,134.7,135.32,19705864
136.08,136.23,133.68,134.14,30450240
134.23,134.6,133.38,134.16,27385094
133.39,134.1,132.6,133.51,29715598
133.88,135.89,133.84,135.75,27430911
135.42,135.83,134.9,135.39,18594978
136.01,136.63,134.56,136.36,28547712
136.02,137.64,135.96,137.41,24065894
137.63,138.18,137.21,137.74,25829058
136.98,137.16,136.32,136.47,27973940
134.45,135.46,133.85,135.09,30475138
135.2,135.24,133.04,134.03,37032442
134.26,134.56,133.26,133.95,27767098
135.91,136.46,135.26,136.17,33011129
136.91,139.07,136.66,138.8,46734581
138.57,139.33,138.27,138.68,20502889
138.51,138.87,137.71,137.71,22563632
138.72,138.72,137.4,137.59,28345389
136.54,137.57,135.59,136.64,40290603
138.6,139.63,138.5,139.39,33466049
139.7,140.16,139.56,139.62,20989925
140.2,140.91,140.15,140.32,19032269
139.82,140.64,139.81,140.49,16627597
140.3,140.88,140.15,140.63,16488684
140.07,140.89,139.81,140.84,18724574
140.6,140.84,140.04,140.77,18456912
141.28,141.38,140.37,140.79,19130889
140.64,141.19,140.55,140.95,14261624
141.09,142.16,140.8,142.01,21476293
142.25,142.3,141.86,142.22,19903962
142.01,142.22,141.6,142.22,13712093
142.52,143.09,141.46,141.76,17889256
141.38,142.05,141.08,141.82,19786628
141.45,141.48,140.44,140.68,24270285
140.3,141.8,140.22,141.52,21488373
141.9,142.07,141.34,141.54,13317716
141.17,141.84,140.97,141.4,12807197
141.48,141.89,141.12,141.51,12048491
140.9,140.94,140.19,140.49,17392005
141.32,141.82,140.36,141.24,32923699
141.09,141.46,140.14,140.87,21273003
141.1,141.47,140.63,140.94,21413618
141.79,143.78,141.77,143.78,34287061
144.02,144.39,143.89,144.39,25282560
144.21,144.44,143.46,143.51,19563356
143.63,144.37,143.56,143.89,17302539
144.38,144.55,143.9,144.39,17572275
144.33,147.04,144.15,146.7,39991495
146.89,148.11,146.76,147.24,37078709
146.95,147.19,146.37,146.74,24098639
146.53,146.81,146.25,146.62,16377063
146.76,147.17,146.42,146.74,19513664
146.0,146.79,145.63,146.75,28342817
146.64,146.67,145.81,145.89,22032830
145.16,145.97,145.05,145.59,19559889
145.96,146.24,144.06,144.19,28615848
144.11,144.11,142.96,143.29,24683682
143.88,144.96,143.51,144.72,23886298
144.01,144.55,143.46,143.93,33208164
144.5,145.69,144.02,144.24,26827626
144.9,145.15,143.83,144.5,21427702
144.88,145.43,144.13,145.07,27087142
145.63,146.34,145.45,146.27,25849467
146.92,147.15,145.7,146.13,31081729
145.58,145.88,145.32,145.66,15184531
145.52,145.65,144.15,144.25,25467324
144.2,144.32,143.09,143.28,25112154
144.28,144.49,143.36,143.36,24517734
143.44,143.94,142.58,142.84,26653928
143.23,144.22,142.78,144.01,28252267
144.76,145.64,144.66,145.58,21788627
145.63,146.32,145.42,146.16,30726022
145.85,146.52,145.33,145.86,30400818
145.5,145.53,143.06,143.3,40060523
